姓名,出生年,單位,量級,體重,蹲舉,S.Rk,臥舉,B.Rk,硬舉,D.Rk,總和,T.Rk,賽制,賽事,組別,日期,地點
蘇聖慈,-,花蓮縣立三民國中,84+kg,-,225.0,1,100.0,1,180.0,1,505.0,1,裝備,中華民國113年全國青年盃健力錦標賽,國中女子組,2024-3,高雄市苓雅運動中心2樓西館
朱峙璇,-,臺東縣立卑南國中,84+kg,-,130.0,2,70.0,2,120.0,2,320.0,2,裝備,中華民國113年全國青年盃健力錦標賽,國中女子組,2024-3,高雄市苓雅運動中心2樓西館
洪迺程,-,臺中市立中平國中,84+kg,-,115.0,4,65.0,3,100.0,4,280.0,3,裝備,中華民國113年全國青年盃健力錦標賽,國中女子組,2024-3,高雄市苓雅運動中心2樓西館
蘇暄閔,-,臺中市立成功國中,84+kg,-,115.0,3,40.0,4,107.5,3,262.5,4,裝備,中華民國113年全國青年盃健力錦標賽,國中女子組,2024-3,高雄市苓雅運動中心2樓西館
鄭惟駿,-,國立土庫商工,53kg,-,130.0,1,80.0,1,150.0,1,360.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
許勝凱,-,國立土庫商工,53kg,-,105.0,2,50.0,2,135.0,2,290.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
田君寶,-,國立玉里高中,59kg,-,212.5,1,116.5,2,197.5,2,526.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
陳宇祺,-,雲林縣立斗南高中,59kg,-,185.0,2,120.0,1,200.0,1,505.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
陳逸晉,-,國立土庫商工,59kg,-,175.0,3,95.0,3,180.0,3,450.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
吳宥廷,-,國立二林工商,59kg,-,140.0,4,55.0,4,140.0,4,335.0,4,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
劉佳閎,-,臺中市立大里高中,59kg,-,140.0,5,50.0,5,125.0,5,315.0,5,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
洪振鴻,-,國立土庫商工,66kg,-,157.5,2,75.0,2,180.0,1,412.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
王彥傑,-,臺中市私立新民高中,66kg,-,150.0,3,62.5,5,147.5,3,360.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
陳稚勻,-,國立土庫商工,66kg,-,110.0,5,77.5,1,165.0,2,352.5,3,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
楊澄粵,-,高雄市立鼓山高中,66kg,-,160.0,1,60.0,6,130.0,4,350.0,4,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
蘇上銘,-,臺中市私立新民高中,66kg,-,117.5,4,70.0,3,127.5,6,315.0,5,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
林稼浩,-,個人,66kg,-,100.0,6,65.0,4,130.0,5,295.0,6,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
蘇仲哲,-,國立土庫商工,74kg,-,260.0,1,120.0,1,300.0,1,680.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
胡育菘,-,臺中市立大里高中,74kg,-,40.0,7,115.0,2,280.5,2,435.5,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
紀幃珙,-,臺中市私立新民高中,74kg,-,170.0,2,70.0,5,170.0,3,410.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
蘇意翔,-,國立斗六高級家事商業職業學校,74kg,-,142.5,3,80.0,4,170.0,4,392.5,4,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
張翔惟,-,個人,74kg,-,140.0,4,100.0,3,150.0,5,390.0,5,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
杜紹穎,-,高雄市立鼓山高中,74kg,-,130.0,5,60.0,7,130.0,7,320.0,6,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
高紳旭,-,高雄市立鼓山高中,74kg,-,120.0,6,60.0,6,130.0,6,310.0,7,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
王冠鑫,-,臺中市私立新民高中,83kg,-,281.5,1,120.0,3,230.0,1,631.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
余濰銘,-,國立玉里高中,83kg,-,250.0,2,135.0,1,220.0,2,605.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
沈易佐,-,個人,83kg,-,210.0,3,135.0,2,220.0,3,565.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
張哲瑋,-,國立二林工商,83kg,-,180.0,5,70.0,6,190.0,5,440.0,4,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
許寓閎,-,臺中市立大里高中,83kg,-,182.5,4,65.0,8,192.5,4,440.0,5,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
謝辰佑,-,高雄市立鼓山高中,83kg,-,170.0,6,75.0,5,150.0,8,395.0,6,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
高浚秝,-,國立土庫商工,83kg,-,140.0,8,80.0,4,170.0,6,390.0,7,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
陳奕賢,-,國立二林工商,83kg,-,165.0,7,60.0,9,150.0,7,375.0,8,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
謝志鵬,-,高雄市立鼓山高中,83kg,-,140.0,9,70.0,7,150.0,9,360.0,9,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
袁皓哲,-,個人,93kg,-,285.0,2,170.0,2,271.5,1,726.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
顏邵葵,-,臺東縣私立公東高工,93kg,-,285.5,1,170.5,1,220.0,3,676.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
李承祐,-,國立土庫商工,93kg,-,205.0,5,110.0,4,232.5,2,547.5,3,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
何政毅,-,國立斗六高級家事商業職業學校,93kg,-,225.0,3,112.5,3,210.0,4,547.5,4,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
林崇舜,-,國立玉里高中,93kg,-,215.0,4,80.0,5,200.0,5,495.0,5,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
林樂亮,-,臺中市立大里高中,93kg,-,170.0,6,75.0,7,180.0,6,425.0,6,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
林倢甫,-,高雄市立鼓山高中,93kg,-,140.0,7,80.0,6,150.0,7,370.0,7,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
蔡侖燁,-,高雄市立鼓山高中,105kg,-,195.0,1,75.0,4,185.0,2,455.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
張簡菁宏,-,高雄市立鼓山高中,105kg,-,185.0,3,72.5,5,180.0,3,437.5,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
李民達,-,雲林縣立斗南高中,105kg,-,160.0,5,100.0,1,177.5,4,437.5,3,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
陳煒恩,-,臺中市立大里高中,105kg,-,170.0,4,20.0,6,187.5,1,377.5,4,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
林黃晟豪,-,臺中市立大里高中,105kg,-,187.5,2,75.0,3,75.0,5,337.5,5,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
林瑜模,-,個人,105kg,-,70.0,6,90.0,2,75.0,6,235.0,6,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
江明璋,-,臺中市私立新民高中,120kg,-,100.0,1,90.0,1,120.0,1,310.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
柯冠廷,-,國立玉里高中,120+kg,-,377.5,1,200.0,1,240.0,1,817.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
游日豪,-,國立土庫商工,120+kg,-,270.0,2,130.0,2,170.0,2,570.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中男子組,2024-3,高雄市苓雅運動中心2樓西館
吳佾漩,-,臺中市立大里高中,43kg,-,100.0,1,35.0,1,105.0,1,240.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
谷冬樂,-,國立玉里高中,47kg,-,120.0,1,80.5,1,130.0,1,330.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
吳佾萲,-,臺中市立大里高中,47kg,-,100.0,2,35.0,2,92.5,2,227.5,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
謝芷馨,-,高雄市立鼓山高中,47kg,-,75.0,3,25.0,3,70.0,3,170.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
江靜怡,-,國立玉里高中,52kg,-,127.5,1,62.5,2,130.0,1,320.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
黃安樂,-,個人,52kg,-,92.5,2,62.5,1,97.5,3,252.5,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
謝芷晴,-,高雄市立鼓山高中,52kg,-,77.5,3,20.0,4,82.5,4,180.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
曾瀅芬,-,臺中市立大里高中,52kg,-,40.0,4,22.5,3,102.5,2,165.0,4,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
李珮恩,-,高雄市立鼓山高中,57kg,-,90.0,1,25.0,2,72.5,2,187.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
侯馨貽,-,臺中市立大里高中,57kg,-,60.0,2,35.0,1,75.0,1,170.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
高侑蓁,-,國立羅東高級商業職業學校,63kg,-,185.0,1,87.5,1,160.5,1,433.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
黃歆潁,-,國立玉里高中,63kg,-,125.0,2,65.0,2,110.0,3,300.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
鄭珮琪,-,高雄市立鼓山高中,63kg,-,77.5,4,47.5,3,100.0,4,225.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
李姍虹,-,臺中市立大里高中,63kg,-,80.0,3,20.0,4,110.0,2,210.0,4,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
余沛穎,-,國立玉里高中,69kg,-,162.5,1,80.0,2,120.0,2,362.5,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
曾靖淳,-,高雄市立鼓山高中,69kg,-,87.5,3,50.0,3,105.0,3,242.5,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
陳姿諭,-,臺中市立大里高中,69kg,-,90.0,2,20.0,4,120.0,1,230.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
邱子恩,-,臺東縣私立公東高工,69kg,-,25.0,4,85.0,1,75.0,4,185.0,4,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
陳姿瑋,-,高雄市立鼓山高中,76kg,-,75.0,2,30.0,2,90.0,1,195.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
江訢悅,-,高雄市立鼓山高中,76kg,-,75.0,3,30.0,3,85.0,2,190.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
劉蕙恩,-,臺中市立大里高中,76kg,-,80.0,1,35.0,1,60.0,3,175.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
林欣妮,-,高雄市立鼓山高中,84kg,-,95.0,2,35.0,2,90.0,1,220.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
劉庭安,-,臺中市立大里高中,84kg,-,100.0,1,40.0,1,70.0,2,210.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
古心薇,-,臺東縣私立公東高工,84+kg,-,260.5,1,97.5,1,175.0,1,533.0,1,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
李佩倫,-,高雄市立鼓山高中,84+kg,-,110.0,2,35.0,3,95.0,3,240.0,2,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
林雯蓁,-,臺中市立大里高中,84+kg,-,70.0,3,40.0,2,100.0,2,210.0,3,裝備,中華民國113年全國青年盃健力錦標賽,高中女子組,2024-3,高雄市苓雅運動中心2樓西館
陳冠中,2001,聯合健身,59kg,58.70,195.0,2,125.0,2,227.5,2,547.5,1,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
游曜維,1995,基隆市,59kg,58.65,185.0,3,112.5,5,245.0,1,542.5,2,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
謝欣穆,1996,個人,59kg,59.00,197.5,1,132.5,1,210.0,3,540.0,3,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
陳麒帆,1997,個人,59kg,57.84,180.0,4,120.0,4,195.0,5,495.0,4,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
吳晧瑜,2001,個人,59kg,58.38,160.0,7,122.5,3,190.0,7,472.5,5,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
陳柏維,1994,MAT,59kg,57.64,152.5,9,97.5,6,192.5,6,442.5,6,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
潘長盛,2002,FKSB,59kg,57.74,170.0,5,65.0,10,205.0,4,440.0,7,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
許瑞顯,1996,個人,59kg,58.90,170.0,6,95.0,7,155.0,9,420.0,8,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
劉俊偉,1999,個人,59kg,58.35,155.0,8,82.5,8,180.0,8,417.5,9,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
洪啓哲,1996,臺北市,59kg,55.65,132.5,10,65.0,9,140.0,10,337.5,10,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
林學鴻,1990,個人,66kg,65.90,232.5,2,140.0,2,257.5,1,630.0,1,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
馮柏文,1992,聯合健身,66kg,65.00,238.5,1,142.5,1,247.5,2,628.5,2,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
潘文祐,1999,FKS,66kg,65.92,225.0,3,115.0,8,240.0,3,580.0,3,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
李泓翰,1995,雲林縣,66kg,65.76,212.5,4,122.5,5,232.5,4,567.5,4,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
薛濬煬,1998,FKSB,66kg,65.94,192.5,6,110.0,10,230.0,5,532.5,5,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
邱子睿,1999,個人,66kg,65.46,170.0,14,132.5,3,210.0,7,512.5,6,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
王宏澤,2001,個人,66kg,65.58,180.0,8,115.0,7,215.0,6,510.0,7,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
卓辰哲,1993,個人,66kg,65.82,180.0,9,125.0,4,205.0,9,510.0,8,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
何祐任,2002,FKS,66kg,65.94,195.0,5,105.0,12,210.0,8,510.0,9,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
范晏同,1995,個人,66kg,64.75,170.0,12,105.0,11,185.0,16,460.0,10,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
楊士陞,1993,個人,66kg,64.85,165.0,16,110.0,9,185.0,17,460.0,11,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
林湘昇,1995,LYN,66kg,64.88,170.0,13,87.5,20,202.5,10,460.0,12,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
張哲維,1998,個人,66kg,65.10,180.0,7,90.0,17,190.0,14,460.0,13,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
林昱廷,1999,個人,66kg,65.15,175.0,10,92.5,13,175.0,20,442.5,14,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
邱慶平,1998,花蓮縣,66kg,65.16,167.5,15,87.5,21,185.0,18,440.0,15,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
黃思勲,1993,個人,66kg,64.25,152.5,18,87.5,19,195.0,11,435.0,16,經典,113年全國水泉菁英盃經典健力錦標賽,公開男子組,2024-7,高雄市苓雅運動中心2樓西館
